f64_no_exceptions,f64_one_exception_per_vector,f64_all_nan,f64_nan_inf_negzero,f64_constant,f64_different_ef_per_vector,f64_with_nulls,f32_no_exceptions,f32_one_exception_per_vector,f32_all_nan,f32_nan_inf_negzero,f32_constant,f32_different_ef_per_vector,f32_with_nulls
7.89,7.89,NaN,8.9,42.0,0.765,0.89,7.89,7.89,NaN,8.9,42.0,0.765,0.89
7.9,7.9,NaN,9.0,42.0,0.766,0.9,7.9,7.9,NaN,9.0,42.0,0.766,0.9
7.91,7.91,NaN,9.1,42.0,0.767,,7.91,7.91,NaN,9.1,42.0,0.767,
7.92,7.92,NaN,9.2,42.0,0.768,0.92,7.92,7.92,NaN,9.2,42.0,0.768,0.92
7.93,7.93,NaN,9.3,42.0,0.769,0.93,7.93,7.93,NaN,9.3,42.0,0.769,0.93
7.94,7.94,NaN,9.4,42.0,0.77,,7.94,7.94,NaN,9.4,42.0,0.77,
7.95,7.95,NaN,9.5,42.0,0.771,0.95,7.95,7.95,NaN,9.5,42.0,0.771,0.95
7.96,7.96,NaN,9.6,42.0,0.772,0.96,7.96,7.96,NaN,9.6,42.0,0.772,0.96
7.97,7.97,NaN,9.7,42.0,0.773,,7.97,7.97,NaN,9.7,42.0,0.773,
7.98,7.98,NaN,9.8,42.0,0.774,0.98,7.98,7.98,NaN,9.8,42.0,0.774,0.98
7.99,7.99,NaN,9.9,42.0,0.775,0.99,7.99,7.99,NaN,9.9,42.0,0.775,0.99
8.0,8.0,NaN,0.0,42.0,0.776,,8.0,8.0,NaN,0.0,42.0,0.776,
8.01,8.01,NaN,0.1,42.0,0.777,0.01,8.01,8.01,NaN,0.1,42.0,0.777,0.01
8.02,8.02,NaN,0.2,42.0,0.778,0.02,8.02,8.02,NaN,0.2,42.0,0.778,0.02
8.03,8.03,NaN,0.3,42.0,0.779,,8.03,8.03,NaN,0.3,42.0,0.779,
8.04,8.04,NaN,0.4,42.0,0.78,0.04,8.04,8.04,NaN,0.4,42.0,0.78,0.04
8.05,8.05,NaN,0.5,42.0,0.781,0.05,8.05,8.05,NaN,0.5,42.0,0.781,0.05
8.06,8.06,NaN,0.6,42.0,0.782,,8.06,8.06,NaN,0.6,42.0,0.782,
8.07,8.07,NaN,0.7,42.0,0.783,0.07,8.07,8.07,NaN,0.7,42.0,0.783,0.07
8.08,8.08,NaN,0.8,42.0,0.784,0.08,8.08,8.08,NaN,0.8,42.0,0.784,0.08
8.09,8.09,NaN,0.9,42.0,0.785,,8.09,8.09,NaN,0.9,42.0,0.785,
8.1,8.1,NaN,1.0,42.0,0.786,0.1,8.1,8.1,NaN,1.0,42.0,0.786,0.1
8.11,8.11,NaN,1.1,42.0,0.787,0.11,8.11,8.11,NaN,1.1,42.0,0.787,0.11
8.12,8.12,NaN,1.2,42.0,0.788,,8.12,8.12,NaN,1.2,42.0,0.788,
8.13,8.13,NaN,1.3,42.0,0.789,0.13,8.13,8.13,NaN,1.3,42.0,0.789,0.13
8.14,8.14,NaN,1.4,42.0,0.79,0.14,8.14,8.14,NaN,1.4,42.0,0.79,0.14
8.15,8.15,NaN,1.5,42.0,0.791,,8.15,8.15,NaN,1.5,42.0,0.791,
8.16,8.16,NaN,1.6,42.0,0.792,0.16,8.16,8.16,NaN,1.6,42.0,0.792,0.16
8.17,8.17,NaN,1.7,42.0,0.793,0.17,8.17,8.17,NaN,1.7,42.0,0.793,0.17
8.18,8.18,NaN,1.8,42.0,0.794,,8.18,8.18,NaN,1.8,42.0,0.794,
8.19,8.19,NaN,1.9,42.0,0.795,0.19,8.19,8.19,NaN,1.9,42.0,0.795,0.19
8.2,8.2,NaN,2.0,42.0,0.796,0.2,8.2,8.2,NaN,2.0,42.0,0.796,0.2
8.21,8.21,NaN,2.1,42.0,0.797,,8.21,8.21,NaN,2.1,42.0,0.797,
8.22,8.22,NaN,2.2,42.0,0.798,0.22,8.22,8.22,NaN,2.2,42.0,0.798,0.22
8.23,8.23,NaN,2.3,42.0,0.799,0.23,8.23,8.23,NaN,2.3,42.0,0.799,0.23
8.24,8.24,NaN,2.4,42.0,0.8,,8.24,8.24,NaN,2.4,42.0,0.8,
8.25,8.25,NaN,2.5,42.0,0.801,0.25,8.25,8.25,NaN,2.5,42.0,0.801,0.25
8.26,8.26,NaN,2.6,42.0,0.802,0.26,8.26,8.26,NaN,2.6,42.0,0.802,0.26
8.27,8.27,NaN,2.7,42.0,0.803,,8.27,8.27,NaN,2.7,42.0,0.803,
8.28,8.28,NaN,2.8,42.0,0.804,0.28,8.28,8.28,NaN,2.8,42.0,0.804,0.28
8.29,8.29,NaN,2.9,42.0,0.805,0.29,8.29,8.29,NaN,2.9,42.0,0.805,0.29
8.3,8.3,NaN,3.0,42.0,0.806,,8.3,8.3,NaN,3.0,42.0,0.806,
8.31,8.31,NaN,3.1,42.0,0.807,0.31,8.31,8.31,NaN,3.1,42.0,0.807,0.31
8.32,8.32,NaN,3.2,42.0,0.808,0.32,8.32,8.32,NaN,3.2,42.0,0.808,0.32
8.33,8.33,NaN,3.3,42.0,0.809,,8.33,8.33,NaN,3.3,42.0,0.809,
8.34,8.34,NaN,3.4,42.0,0.81,0.34,8.34,8.34,NaN,3.4,42.0,0.81,0.34
8.35,8.35,NaN,3.5,42.0,0.811,0.35,8.35,8.35,NaN,3.5,42.0,0.811,0.35
8.36,8.36,NaN,3.6,42.0,0.812,,8.36,8.36,NaN,3.6,42.0,0.812,
8.37,8.37,NaN,3.7,42.0,0.813,0.37,8.37,8.37,NaN,3.7,42.0,0.813,0.37
8.38,8.38,NaN,3.8,42.0,0.814,0.38,8.38,8.38,NaN,3.8,42.0,0.814,0.38
8.39,8.39,NaN,3.9,42.0,0.815,,8.39,8.39,NaN,3.9,42.0,0.815,
8.4,8.4,NaN,4.0,42.0,0.816,0.4,8.4,8.4,NaN,4.0,42.0,0.816,0.4
8.41,8.41,NaN,4.1,42.0,0.817,0.41,8.41,8.41,NaN,4.1,42.0,0.817,0.41
8.42,8.42,NaN,4.2,42.0,0.818,,8.42,8.42,NaN,4.2,42.0,0.818,
8.43,8.43,NaN,4.3,42.0,0.819,0.43,8.43,8.43,NaN,4.3,42.0,0.819,0.43
8.44,8.44,NaN,4.4,42.0,0.82,0.44,8.44,8.44,NaN,4.4,42.0,0.82,0.44
8.45,8.45,NaN,4.5,42.0,0.821,,8.45,8.45,NaN,4.5,42.0,0.821,
8.46,8.46,NaN,4.6,42.0,0.822,0.46,8.46,8.46,NaN,4.6,42.0,0.822,0.46
8.47,8.47,NaN,4.7,42.0,0.823,0.47,8.47,8.47,NaN,4.7,42.0,0.823,0.47
8.48,8.48,NaN,4.8,42.0,0.824,,8.48,8.48,NaN,4.8,42.0,0.824,
8.49,8.49,NaN,4.9,42.0,0.825,0.49,8.49,8.49,NaN,4.9,42.0,0.825,0.49
8.5,8.5,NaN,5.0,42.0,0.826,0.5,8.5,8.5,NaN,5.0,42.0,0.826,0.5
8.51,8.51,NaN,5.1,42.0,0.827,,8.51,8.51,NaN,5.1,42.0,0.827,
8.52,8.52,NaN,5.2,42.0,0.828,0.52,8.52,8.52,NaN,5.2,42.0,0.828,0.52
8.53,8.53,NaN,5.3,42.0,0.829,0.53,8.53,8.53,NaN,5.3,42.0,0.829,0.53
8.54,8.54,NaN,5.4,42.0,0.83,,8.54,8.54,NaN,5.4,42.0,0.83,
8.55,8.55,NaN,5.5,42.0,0.831,0.55,8.55,8.55,NaN,5.5,42.0,0.831,0.55
8.56,8.56,NaN,5.6,42.0,0.832,0.56,8.56,8.56,NaN,5.6,42.0,0.832,0.56
8.57,8.57,NaN,5.7,42.0,0.833,,8.57,8.57,NaN,5.7,42.0,0.833,
8.58,8.58,NaN,5.8,42.0,0.834,0.58,8.58,8.58,NaN,5.8,42.0,0.834,0.58
8.59,8.59,NaN,5.9,42.0,0.835,0.59,8.59,8.59,NaN,5.9,42.0,0.835,0.59
8.6,8.6,NaN,6.0,42.0,0.836,,8.6,8.6,NaN,6.0,42.0,0.836,
8.61,8.61,NaN,6.1,42.0,0.837,0.61,8.61,8.61,NaN,6.1,42.0,0.837,0.61
8.62,8.62,NaN,6.2,42.0,0.838,0.62,8.62,8.62,NaN,6.2,42.0,0.838,0.62
8.63,8.63,NaN,6.3,42.0,0.839,,8.63,8.63,NaN,6.3,42.0,0.839,
8.64,8.64,NaN,6.4,42.0,0.84,0.64,8.64,8.64,NaN,6.4,42.0,0.84,0.64
8.65,8.65,NaN,6.5,42.0,0.841,0.65,8.65,8.65,NaN,6.5,42.0,0.841,0.65
8.66,8.66,NaN,6.6,42.0,0.842,,8.66,8.66,NaN,6.6,42.0,0.842,
8.67,8.67,NaN,6.7,42.0,0.843,0.67,8.67,8.67,NaN,6.7,42.0,0.843,0.67
8.68,8.68,NaN,6.8,42.0,0.844,0.68,8.68,8.68,NaN,6.8,42.0,0.844,0.68
8.69,8.69,NaN,6.9,42.0,0.845,,8.69,8.69,NaN,6.9,42.0,0.845,
8.7,8.7,NaN,7.0,42.0,0.846,0.7,8.7,8.7,NaN,7.0,42.0,0.846,0.7
8.71,8.71,NaN,7.1,42.0,0.847,0.71,8.71,8.71,NaN,7.1,42.0,0.847,0.71
8.72,8.72,NaN,7.2,42.0,0.848,,8.72,8.72,NaN,7.2,42.0,0.848,
8.73,8.73,NaN,7.3,42.0,0.849,0.73,8.73,8.73,NaN,7.3,42.0,0.849,0.73
8.74,8.74,NaN,7.4,42.0,0.85,0.74,8.74,8.74,NaN,7.4,42.0,0.85,0.74
8.75,8.75,NaN,7.5,42.0,0.851,,8.75,8.75,NaN,7.5,42.0,0.851,
8.76,8.76,NaN,7.6,42.0,0.852,0.76,8.76,8.76,NaN,7.6,42.0,0.852,0.76
8.77,8.77,NaN,7.7,42.0,0.853,0.77,8.77,8.77,NaN,7.7,42.0,0.853,0.77
8.78,8.78,NaN,7.8,42.0,0.854,,8.78,8.78,NaN,7.8,42.0,0.854,
8.79,8.79,NaN,7.9,42.0,0.855,0.79,8.79,8.79,NaN,7.9,42.0,0.855,0.79
8.8,8.8,NaN,8.0,42.0,0.856,0.8,8.8,8.8,NaN,8.0,42.0,0.856,0.8
8.81,8.81,NaN,8.1,42.0,0.857,,8.81,8.81,NaN,8.1,42.0,0.857,
8.82,8.82,NaN,8.2,42.0,0.858,0.82,8.82,8.82,NaN,8.2,42.0,0.858,0.82
8.83,8.83,NaN,8.3,42.0,0.859,0.83,8.83,8.83,NaN,8.3,42.0,0.859,0.83
8.84,8.84,NaN,8.4,42.0,0.86,,8.84,8.84,NaN,8.4,42.0,0.86,
8.85,8.85,NaN,8.5,42.0,0.861,0.85,8.85,8.85,NaN,8.5,42.0,0.861,0.85
8.86,8.86,NaN,8.6,42.0,0.862,0.86,8.86,8.86,NaN,8.6,42.0,0.862,0.86
8.87,8.87,NaN,8.7,42.0,0.863,,8.87,8.87,NaN,8.7,42.0,0.863,
8.88,8.88,NaN,8.8,42.0,0.864,0.88,8.88,8.88,NaN,8.8,42.0,0.864,0.88
8.89,8.89,NaN,8.9,42.0,0.865,0.89,8.89,8.89,NaN,8.9,42.0,0.865,0.89
8.9,8.9,NaN,9.0,42.0,0.866,,8.9,8.9,NaN,9.0,42.0,0.866,
8.91,8.91,NaN,9.1,42.0,0.867,0.91,8.91,8.91,NaN,9.1,42.0,0.867,0.91
8.92,8.92,NaN,9.2,42.0,0.868,0.92,8.92,8.92,NaN,9.2,42.0,0.868,0.92
8.93,8.93,NaN,9.3,42.0,0.869,,8.93,8.93,NaN,9.3,42.0,0.869,
8.94,8.94,NaN,9.4,42.0,0.87,0.94,8.94,8.94,NaN,9.4,42.0,0.87,0.94
8.95,8.95,NaN,9.5,42.0,0.871,0.95,8.95,8.95,NaN,9.5,42.0,0.871,0.95
8.96,8.96,NaN,9.6,42.0,0.872,,8.96,8.96,NaN,9.6,42.0,0.872,
8.97,8.97,NaN,9.7,42.0,0.873,0.97,8.97,8.97,NaN,9.7,42.0,0.873,0.97
8.98,8.98,NaN,9.8,42.0,0.874,0.98,8.98,8.98,NaN,9.8,42.0,0.874,0.98
8.99,8.99,NaN,9.9,42.0,0.875,,8.99,8.99,NaN,9.9,42.0,0.875,
9.0,9.0,NaN,0.0,42.0,0.876,0.0,9.0,9.0,NaN,0.0,42.0,0.876,0.0
9.01,9.01,NaN,0.1,42.0,0.877,0.01,9.01,9.01,NaN,0.1,42.0,0.877,0.01
9.02,9.02,NaN,0.2,42.0,0.878,,9.02,9.02,NaN,0.2,42.0,0.878,
9.03,9.03,NaN,0.3,42.0,0.879,0.03,9.03,9.03,NaN,0.3,42.0,0.879,0.03
9.04,9.04,NaN,0.4,42.0,0.88,0.04,9.04,9.04,NaN,0.4,42.0,0.88,0.04
9.05,9.05,NaN,0.5,42.0,0.881,,9.05,9.05,NaN,0.5,42.0,0.881,
9.06,9.06,NaN,0.6,42.0,0.882,0.06,9.06,9.06,NaN,0.6,42.0,0.882,0.06
9.07,9.07,NaN,0.7,42.0,0.883,0.07,9.07,9.07,NaN,0.7,42.0,0.883,0.07
9.08,9.08,NaN,0.8,42.0,0.884,,9.08,9.08,NaN,0.8,42.0,0.884,
9.09,9.09,NaN,0.9,42.0,0.885,0.09,9.09,9.09,NaN,0.9,42.0,0.885,0.09
9.1,9.1,NaN,1.0,42.0,0.886,0.1,9.1,9.1,NaN,1.0,42.0,0.886,0.1
9.11,9.11,NaN,1.1,42.0,0.887,,9.11,9.11,NaN,1.1,42.0,0.887,
9.12,9.12,NaN,1.2,42.0,0.888,0.12,9.12,9.12,NaN,1.2,42.0,0.888,0.12
9.13,9.13,NaN,1.3,42.0,0.889,0.13,9.13,9.13,NaN,1.3,42.0,0.889,0.13
9.14,9.14,NaN,1.4,42.0,0.89,,9.14,9.14,NaN,1.4,42.0,0.89,
9.15,9.15,NaN,1.5,42.0,0.891,0.15,9.15,9.15,NaN,1.5,42.0,0.891,0.15
9.16,9.16,NaN,1.6,42.0,0.892,0.16,9.16,9.16,NaN,1.6,42.0,0.892,0.16
9.17,9.17,NaN,1.7,42.0,0.893,,9.17,9.17,NaN,1.7,42.0,0.893,
9.18,9.18,NaN,1.8,42.0,0.894,0.18,9.18,9.18,NaN,1.8,42.0,0.894,0.18
9.19,9.19,NaN,1.9,42.0,0.895,0.19,9.19,9.19,NaN,1.9,42.0,0.895,0.19
9.2,9.2,NaN,2.0,42.0,0.896,,9.2,9.2,NaN,2.0,42.0,0.896,
9.21,9.21,NaN,2.1,42.0,0.897,0.21,9.21,9.21,NaN,2.1,42.0,0.897,0.21
9.22,9.22,NaN,2.2,42.0,0.898,0.22,9.22,9.22,NaN,2.2,42.0,0.898,0.22
9.23,9.23,NaN,2.3,42.0,0.899,,9.23,9.23,NaN,2.3,42.0,0.899,
9.24,9.24,NaN,2.4,42.0,0.9,0.24,9.24,9.24,NaN,2.4,42.0,0.9,0.24
9.25,9.25,NaN,2.5,42.0,0.901,0.25,9.25,9.25,NaN,2.5,42.0,0.901,0.25
9.26,9.26,NaN,2.6,42.0,0.902,,9.26,9.26,NaN,2.6,42.0,0.902,
9.27,9.27,NaN,2.7,42.0,0.903,0.27,9.27,9.27,NaN,2.7,42.0,0.903,0.27
9.28,9.28,NaN,2.8,42.0,0.904,0.28,9.28,9.28,NaN,2.8,42.0,0.904,0.28
9.29,9.29,NaN,2.9,42.0,0.905,,9.29,9.29,NaN,2.9,42.0,0.905,
9.3,9.3,NaN,3.0,42.0,0.906,0.3,9.3,9.3,NaN,3.0,42.0,0.906,0.3
9.31,9.31,NaN,3.1,42.0,0.907,0.31,9.31,9.31,NaN,3.1,42.0,0.907,0.31
9.32,9.32,NaN,3.2,42.0,0.908,,9.32,9.32,NaN,3.2,42.0,0.908,
9.33,9.33,NaN,3.3,42.0,0.909,0.33,9.33,9.33,NaN,3.3,42.0,0.909,0.33
9.34,9.34,NaN,3.4,42.0,0.91,0.34,9.34,9.34,NaN,3.4,42.0,0.91,0.34
9.35,9.35,NaN,3.5,42.0,0.911,,9.35,9.35,NaN,3.5,42.0,0.911,
9.36,9.36,NaN,3.6,42.0,0.912,0.36,9.36,9.36,NaN,3.6,42.0,0.912,0.36
9.37,9.37,NaN,3.7,42.0,0.913,0.37,9.37,9.37,NaN,3.7,42.0,0.913,0.37
9.38,9.38,NaN,3.8,42.0,0.914,,9.38,9.38,NaN,3.8,42.0,0.914,
9.39,9.39,NaN,3.9,42.0,0.915,0.39,9.39,9.39,NaN,3.9,42.0,0.915,0.39
9.4,9.4,NaN,4.0,42.0,0.916,0.4,9.4,9.4,NaN,4.0,42.0,0.916,0.4
9.41,9.41,NaN,4.1,42.0,0.917,,9.41,9.41,NaN,4.1,42.0,0.917,
9.42,9.42,NaN,4.2,42.0,0.918,0.42,9.42,9.42,NaN,4.2,42.0,0.918,0.42
9.43,9.43,NaN,4.3,42.0,0.919,0.43,9.43,9.43,NaN,4.3,42.0,0.919,0.43
9.44,9.44,NaN,4.4,42.0,0.92,,9.44,9.44,NaN,4.4,42.0,0.92,
9.45,9.45,NaN,4.5,42.0,0.921,0.45,9.45,9.45,NaN,4.5,42.0,0.921,0.45
9.46,9.46,NaN,4.6,42.0,0.922,0.46,9.46,9.46,NaN,4.6,42.0,0.922,0.46
9.47,9.47,NaN,4.7,42.0,0.923,,9.47,9.47,NaN,4.7,42.0,0.923,
9.48,9.48,NaN,4.8,42.0,0.924,0.48,9.48,9.48,NaN,4.8,42.0,0.924,0.48
9.49,9.49,NaN,4.9,42.0,0.925,0.49,9.49,9.49,NaN,4.9,42.0,0.925,0.49
9.5,9.5,NaN,5.0,42.0,0.926,,9.5,9.5,NaN,5.0,42.0,0.926,
9.51,9.51,NaN,5.1,42.0,0.927,0.51,9.51,9.51,NaN,5.1,42.0,0.927,0.51
9.52,9.52,NaN,5.2,42.0,0.928,0.52,9.52,9.52,NaN,5.2,42.0,0.928,0.52
9.53,9.53,NaN,5.3,42.0,0.929,,9.53,9.53,NaN,5.3,42.0,0.929,
9.54,9.54,NaN,5.4,42.0,0.93,0.54,9.54,9.54,NaN,5.4,42.0,0.93,0.54
9.55,9.55,NaN,5.5,42.0,0.931,0.55,9.55,9.55,NaN,5.5,42.0,0.931,0.55
9.56,9.56,NaN,5.6,42.0,0.932,,9.56,9.56,NaN,5.6,42.0,0.932,
9.57,9.57,NaN,5.7,42.0,0.933,0.57,9.57,9.57,NaN,5.7,42.0,0.933,0.57
9.58,9.58,NaN,5.8,42.0,0.934,0.58,9.58,9.58,NaN,5.8,42.0,0.934,0.58
9.59,9.59,NaN,5.9,42.0,0.935,,9.59,9.59,NaN,5.9,42.0,0.935,
9.6,9.6,NaN,6.0,42.0,0.936,0.6,9.6,9.6,NaN,6.0,42.0,0.936,0.6
9.61,9.61,NaN,6.1,42.0,0.937,0.61,9.61,9.61,NaN,6.1,42.0,0.937,0.61
9.62,9.62,NaN,6.2,42.0,0.938,,9.62,9.62,NaN,6.2,42.0,0.938,
9.63,9.63,NaN,6.3,42.0,0.939,0.63,9.63,9.63,NaN,6.3,42.0,0.939,0.63
9.64,9.64,NaN,6.4,42.0,0.94,0.64,9.64,9.64,NaN,6.4,42.0,0.94,0.64
9.65,9.65,NaN,6.5,42.0,0.941,,9.65,9.65,NaN,6.5,42.0,0.941,
9.66,9.66,NaN,6.6,42.0,0.942,0.66,9.66,9.66,NaN,6.6,42.0,0.942,0.66
9.67,9.67,NaN,6.7,42.0,0.943,0.67,9.67,9.67,NaN,6.7,42.0,0.943,0.67
9.68,9.68,NaN,6.8,42.0,0.944,,9.68,9.68,NaN,6.8,42.0,0.944,
9.69,9.69,NaN,6.9,42.0,0.945,0.69,9.69,9.69,NaN,6.9,42.0,0.945,0.69
9.7,9.7,NaN,7.0,42.0,0.946,0.7,9.7,9.7,NaN,7.0,42.0,0.946,0.7
9.71,9.71,NaN,7.1,42.0,0.947,,9.71,9.71,NaN,7.1,42.0,0.947,
9.72,9.72,NaN,7.2,42.0,0.948,0.72,9.72,9.72,NaN,7.2,42.0,0.948,0.72
9.73,9.73,NaN,7.3,42.0,0.949,0.73,9.73,9.73,NaN,7.3,42.0,0.949,0.73
9.74,9.74,NaN,7.4,42.0,0.95,,9.74,9.74,NaN,7.4,42.0,0.95,
9.75,9.75,NaN,7.5,42.0,0.951,0.75,9.75,9.75,NaN,7.5,42.0,0.951,0.75
9.76,9.76,NaN,7.6,42.0,0.952,0.76,9.76,9.76,NaN,7.6,42.0,0.952,0.76
9.77,9.77,NaN,7.7,42.0,0.953,,9.77,9.77,NaN,7.7,42.0,0.953,
9.78,9.78,NaN,7.8,42.0,0.954,0.78,9.78,9.78,NaN,7.8,42.0,0.954,0.78
9.79,9.79,NaN,7.9,42.0,0.955,0.79,9.79,9.79,NaN,7.9,42.0,0.955,0.79
9.8,9.8,NaN,8.0,42.0,0.956,,9.8,9.8,NaN,8.0,42.0,0.956,
9.81,9.81,NaN,8.1,42.0,0.957,0.81,9.81,9.81,NaN,8.1,42.0,0.957,0.81
9.82,9.82,NaN,8.2,42.0,0.958,0.82,9.82,9.82,NaN,8.2,42.0,0.958,0.82
9.83,9.83,NaN,8.3,42.0,0.959,,9.83,9.83,NaN,8.3,42.0,0.959,
9.84,9.84,NaN,8.4,42.0,0.96,0.84,9.84,9.84,NaN,8.4,42.0,0.96,0.84
9.85,9.85,NaN,8.5,42.0,0.961,0.85,9.85,9.85,NaN,8.5,42.0,0.961,0.85
9.86,9.86,NaN,8.6,42.0,0.962,,9.86,9.86,NaN,8.6,42.0,0.962,
9.87,9.87,NaN,8.7,42.0,0.963,0.87,9.87,9.87,NaN,8.7,42.0,0.963,0.87
9.88,9.88,NaN,8.8,42.0,0.964,0.88,9.88,9.88,NaN,8.8,42.0,0.964,0.88
9.89,9.89,NaN,8.9,42.0,0.965,,9.89,9.89,NaN,8.9,42.0,0.965,
9.9,9.9,NaN,9.0,42.0,0.966,0.9,9.9,9.9,NaN,9.0,42.0,0.966,0.9
9.91,9.91,NaN,9.1,42.0,0.967,0.91,9.91,9.91,NaN,9.1,42.0,0.967,0.91
9.92,9.92,NaN,9.2,42.0,0.968,,9.92,9.92,NaN,9.2,42.0,0.968,
9.93,9.93,NaN,9.3,42.0,0.969,0.93,9.93,9.93,NaN,9.3,42.0,0.969,0.93
9.94,9.94,NaN,9.4,42.0,0.97,0.94,9.94,9.94,NaN,9.4,42.0,0.97,0.94
9.95,9.95,NaN,9.5,42.0,0.971,,9.95,9.95,NaN,9.5,42.0,0.971,
9.96,9.96,NaN,9.6,42.0,0.972,0.96,9.96,9.96,NaN,9.6,42.0,0.972,0.96
9.97,9.97,NaN,9.7,42.0,0.973,0.97,9.97,9.97,NaN,9.7,42.0,0.973,0.97
9.98,9.98,NaN,9.8,42.0,0.974,,9.98,9.98,NaN,9.8,42.0,0.974,
9.99,9.99,NaN,9.9,42.0,0.975,0.99,9.99,9.99,NaN,9.9,42.0,0.975,0.99
0.0,0.0,NaN,0.0,42.0,0.976,0.0,0.0,0.0,NaN,0.0,42.0,0.976,0.0
0.01,0.01,NaN,0.1,42.0,0.977,,0.01,0.01,NaN,0.1,42.0,0.977,
0.02,0.02,NaN,0.2,42.0,0.978,0.02,0.02,0.02,NaN,0.2,42.0,0.978,0.02
0.03,0.03,NaN,0.3,42.0,0.979,0.03,0.03,0.03,NaN,0.3,42.0,0.979,0.03
0.04,0.04,NaN,0.4,42.0,0.98,,0.04,0.04,NaN,0.4,42.0,0.98,
0.05,0.05,NaN,0.5,42.0,0.981,0.05,0.05,0.05,NaN,0.5,42.0,0.981,0.05
0.06,0.06,NaN,0.6,42.0,0.982,0.06,0.06,0.06,NaN,0.6,42.0,0.982,0.06
0.07,0.07,NaN,0.7,42.0,0.983,,0.07,0.07,NaN,0.7,42.0,0.983,
0.08,0.08,NaN,0.8,42.0,0.984,0.08,0.08,0.08,NaN,0.8,42.0,0.984,0.08
0.09,0.09,NaN,0.9,42.0,0.985,0.09,0.09,0.09,NaN,0.9,42.0,0.985,0.09
0.1,0.1,NaN,1.0,42.0,0.986,,0.1,0.1,NaN,1.0,42.0,0.986,
0.11,0.11,NaN,1.1,42.0,0.987,0.11,0.11,0.11,NaN,1.1,42.0,0.987,0.11
0.12,0.12,NaN,1.2,42.0,0.988,0.12,0.12,0.12,NaN,1.2,42.0,0.988,0.12
0.13,0.13,NaN,1.3,42.0,0.989,,0.13,0.13,NaN,1.3,42.0,0.989,
0.14,0.14,NaN,1.4,42.0,0.99,0.14,0.14,0.14,NaN,1.4,42.0,0.99,0.14
0.15,0.15,NaN,1.5,42.0,0.991,0.15,0.15,0.15,NaN,1.5,42.0,0.991,0.15
0.16,0.16,NaN,1.6,42.0,0.992,,0.16,0.16,NaN,1.6,42.0,0.992,
0.17,0.17,NaN,1.7,42.0,0.993,0.17,0.17,0.17,NaN,1.7,42.0,0.993,0.17
0.18,0.18,NaN,1.8,42.0,0.994,0.18,0.18,0.18,NaN,1.8,42.0,0.994,0.18
0.19,0.19,NaN,1.9,42.0,0.995,,0.19,0.19,NaN,1.9,42.0,0.995,
0.2,0.2,NaN,2.0,42.0,0.996,0.2,0.2,0.2,NaN,2.0,42.0,0.996,0.2
0.21,0.21,NaN,2.1,42.0,0.997,0.21,0.21,0.21,NaN,2.1,42.0,0.997,0.21
0.22,0.22,NaN,2.2,42.0,0.998,,0.22,0.22,NaN,2.2,42.0,0.998,
0.23,0.23,NaN,2.3,42.0,0.999,0.23,0.23,0.23,NaN,2.3,42.0,0.999,0.23
0.24,0.24,NaN,2.4,42.0,0.0,0.24,0.24,0.24,NaN,2.4,42.0,0.0,0.24
0.25,0.25,NaN,2.5,42.0,0.001,,0.25,0.25,NaN,2.5,42.0,0.001,
0.26,0.26,NaN,2.6,42.0,0.002,0.26,0.26,0.26,NaN,2.6,42.0,0.002,0.26
0.27,0.27,NaN,2.7,42.0,0.003,0.27,0.27,0.27,NaN,2.7,42.0,0.003,0.27
0.28,0.28,NaN,2.8,42.0,0.004,,0.28,0.28,NaN,2.8,42.0,0.004,
0.29,0.29,NaN,2.9,42.0,0.005,0.29,0.29,0.29,NaN,2.9,42.0,0.005,0.29
0.3,0.3,NaN,3.0,42.0,0.006,0.3,0.3,0.3,NaN,3.0,42.0,0.006,0.3
0.31,0.31,NaN,3.1,42.0,0.007,,0.31,0.31,NaN,3.1,42.0,0.007,
0.32,0.32,NaN,3.2,42.0,0.008,0.32,0.32,0.32,NaN,3.2,42.0,0.008,0.32
0.33,0.33,NaN,3.3,42.0,0.009,0.33,0.33,0.33,NaN,3.3,42.0,0.009,0.33
0.34,0.34,NaN,3.4,42.0,0.01,,0.34,0.34,NaN,3.4,42.0,0.01,
0.35,0.35,NaN,3.5,42.0,0.011,0.35,0.35,0.35,NaN,3.5,42.0,0.011,0.35
0.36,0.36,NaN,3.6,42.0,0.012,0.36,0.36,0.36,NaN,3.6,42.0,0.012,0.36
0.37,0.37,NaN,3.7,42.0,0.013,,0.37,0.37,NaN,3.7,42.0,0.013,
0.38,0.38,NaN,3.8,42.0,0.014,0.38,0.38,0.38,NaN,3.8,42.0,0.014,0.38
0.39,0.39,NaN,3.9,42.0,0.015,0.39,0.39,0.39,NaN,3.9,42.0,0.015,0.39
0.4,0.4,NaN,4.0,42.0,0.016,,0.4,0.4,NaN,4.0,42.0,0.016,
0.41,0.41,NaN,4.1,42.0,0.017,0.41,0.41,0.41,NaN,4.1,42.0,0.017,0.41
0.42,0.42,NaN,4.2,42.0,0.018,0.42,0.42,0.42,NaN,4.2,42.0,0.018,0.42
0.43,0.43,NaN,4.3,42.0,0.019,,0.43,0.43,NaN,4.3,42.0,0.019,
0.44,0.44,NaN,4.4,42.0,0.02,0.44,0.44,0.44,NaN,4.4,42.0,0.02,0.44
